1.0000	-2.0503
1.0000	-0.2432
1.0000	-1.8439
1.0000	2.2866
1.0000	-2.0542
1.0000	1.7761
1.0000	-1.0449
1.0000	-1.3553
1.0000	-1.0461
1.0000	-1.1034
1.0000	-0.9597
1.0000	-1.0253
1.0000	-1.0152
1.0000	-0.9836
1.0000	-0.9643
1.0000	0.1198
1.0000	0.0086
1.0000	0.1073
1.0000	0.0721
1.0000	0.0993
1.0000	0.1143
1.0000	0.1008
1.0000	0.1118
1.0000	0.0420
1.0000	0.1251
1.0000	0.4567
1.0000	0.4654
1.0000	0.4588
1.0000	0.4683
1.0000	0.4556
1.0000	-1.7923
1.0000	-1.8357
1.0000	-1.8093
1.0000	-1.7837
1.0000	-1.7744
1.0000	-1.6045
1.0000	-1.6053
1.0000	0.7322
1.0000	-1.6006
1.0000	-1.6002
1.0000	-1.2705
1.0000	-1.2753
1.0000	-1.2713
1.0000	-1.2748
1.0000	-1.2678
1.0000	0.1811
1.0000	0.1998
1.0000	0.1390
1.0000	0.2251
1.0000	0.1508
1.0000	-0.7739
1.0000	-0.9620
1.0000	-0.7989
1.0000	-0.6425
1.0000	-0.0414
1.0000	-1.0369
1.0000	-1.1261
1.0000	-1.1144
1.0000	-1.1014
1.0000	-1.1025
1.0000	-0.1076
1.0000	-0.3732
1.0000	0.1348
1.0000	-0.1000
1.0000	-0.3512
1.0000	-2.4814
1.0000	-2.4944
1.0000	2.6921
1.0000	-2.4820
1.0000	-2.5062
1.0000	-0.9968
1.0000	-0.9907
1.0000	-1.0000
1.0000	-0.9993
1.0000	-0.9920
1.0000	-2.1157
1.0000	-0.6250
1.0000	-1.8821
1.0000	-0.0587
1.0000	1.1440
1.0000	-1.4737
1.0000	-1.4779
1.0000	-1.4833
1.0000	-1.4795
1.0000	-1.4788
1.0000	-0.6948
1.0000	-0.6154
1.0000	-0.8393
1.0000	-0.8243
1.0000	-0.7888
1.0000	-0.7971
1.0000	-0.8013
1.0000	-0.8008
1.0000	-0.7936
1.0000	-0.8001
1.0000	0.3246
1.0000	0.3396
1.0000	0.3237
1.0000	0.3189
1.0000	0.3261
1.0000	-0.0061
1.0000	-0.0413
1.0000	-0.0304
1.0000	-0.0253
1.0000	-0.0146
1.0000	-0.5632
1.0000	-0.5477
1.0000	-0.5239
1.0000	-0.5579
1.0000	-0.5053
1.0000	-1.0077
1.0000	-0.9988
1.0000	-0.9853
1.0000	-0.9813
1.0000	-0.9964
1.0000	0.1771
1.0000	0.1730
1.0000	0.1225
1.0000	0.1080
1.0000	0.1597
1.0000	-0.0003
1.0000	-0.0377
1.0000	-0.0057
1.0000	-0.0653
1.0000	0.0116
1.0000	-0.4521
1.0000	-0.2777
1.0000	-0.5716
1.0000	-0.4715
1.0000	-0.7104
1.0000	-1.6247
1.0000	-1.6239
1.0000	-1.6209
1.0000	-1.6299
1.0000	-1.6286
1.0000	-0.3803
1.0000	-0.3658
1.0000	-0.3605
1.0000	-0.3798
1.0000	-0.3542
1.0000	-1.8265
1.0000	-1.6479
1.0000	-1.8168
1.0000	-1.6925
1.0000	-1.7529
1.0000	-0.8777
1.0000	-0.8782
1.0000	-0.9095
1.0000	-0.8850
1.0000	-0.8860
1.0000	-1.7170
1.0000	0.1333
1.0000	0.1713
1.0000	0.6859
1.0000	-1.7189
1.0000	-0.5335
1.0000	-0.7393
1.0000	-0.5400
1.0000	-0.6337
1.0000	-0.6103
1.0000	0.7081
1.0000	-1.0802
1.0000	-0.9551
1.0000	-0.7437
1.0000	-0.6422
1.0000	0.6045
1.0000	0.6081
1.0000	0.6281
1.0000	0.5996
1.0000	0.6125
1.0000	1.8186
1.0000	1.5066
1.0000	0.4903
1.0000	1.8342
1.0000	1.5476
1.0000	-0.1398
1.0000	0.4189
1.0000	-1.0938
1.0000	0.2817
1.0000	0.1090
1.0000	-0.3723
1.0000	-0.2196
1.0000	0.0226
1.0000	-0.1345
1.0000	0.4390
1.0000	-1.2280
1.0000	-0.8315
1.0000	0.1831
1.0000	-0.8251
1.0000	-0.9964
1.0000	-1.2099
1.0000	-1.2053
1.0000	-1.2099
1.0000	-1.2122
1.0000	-1.2098
1.0000	-0.4634
1.0000	1.0637
1.0000	1.5422
1.0000	-0.2110
1.0000	1.2622
1.0000	-0.5250
1.0000	-2.1573
1.0000	-0.0471
1.0000	-1.9527
1.0000	-2.0722
1.0000	-0.7914
1.0000	-1.2758
1.0000	-1.0626
1.0000	-1.3453
1.0000	0.1494
1.0000	-0.9015
1.0000	-0.8688
1.0000	-0.8816
1.0000	-0.9281
1.0000	-0.8505
1.0000	-1.4055
1.0000	-1.4012
1.0000	-1.3980
1.0000	-1.4030
1.0000	-1.4076
1.0000	-1.9427
1.0000	-1.9250
1.0000	-1.4815
1.0000	-1.7985
1.0000	-1.8129
1.0000	0.1638
1.0000	-0.0025
1.0000	-0.1292
1.0000	0.0218
1.0000	0.0067
1.0000	-1.0521
1.0000	-1.0092
1.0000	-1.0351
1.0000	-1.0217
1.0000	-1.0443
1.0000	0.4145
1.0000	0.4307
1.0000	0.3035
1.0000	0.4059
1.0000	0.3382
1.0000	-1.0431
1.0000	-0.8181
1.0000	-0.9548
1.0000	-0.9351
1.0000	-0.6789
1.0000	-0.1783
1.0000	-0.1883
1.0000	-0.1606
1.0000	-0.2449
1.0000	-0.1840
1.0000	-1.3261
1.0000	-1.4140
1.0000	-1.5122
1.0000	0.3996
1.0000	-1.3177
1.0000	-2.3534
1.0000	-2.2664
1.0000	-2.2040
1.0000	-2.2939
1.0000	-2.1584
1.0000	-0.2712
1.0000	-0.1799
1.0000	-0.0961
1.0000	-0.1952
1.0000	-0.2114
1.0000	-0.7907
1.0000	-0.7805
1.0000	-0.7436
1.0000	-0.7732
1.0000	-0.7946
1.0000	-2.2567
1.0000	-2.2680
1.0000	-2.2637
1.0000	-2.2280
1.0000	-2.2053
1.0000	-1.6657
1.0000	1.8072
1.0000	-1.5486
1.0000	-1.5403
1.0000	0.4673
1.0000	-1.5454
1.0000	-1.5475
1.0000	-1.5389
1.0000	-1.5366
1.0000	-1.5399
1.0000	-2.0258
1.0000	-1.5738
1.0000	-1.3478
1.0000	0.7314
1.0000	-0.3244
1.0000	-0.3979
1.0000	-0.3988
1.0000	-0.3979
1.0000	-0.4070
1.0000	-0.4077
1.0000	1.8136
1.0000	-2.0226
1.0000	-2.0969
1.0000	-1.8409
1.0000	-1.0771
1.0000	-0.0820
1.0000	-0.0809
1.0000	-0.0838
1.0000	-0.0833
1.0000	-0.0832
1.0000	0.1480
1.0000	0.1583
1.0000	0.1421
1.0000	0.1382
1.0000	0.1488
1.0000	-0.4982
1.0000	-0.4921
1.0000	-0.5570
1.0000	-0.6158
1.0000	-0.6032
1.0000	0.0328
1.0000	0.0775
1.0000	-0.2741
1.0000	0.0028
1.0000	0.0402
1.0000	-0.1215
1.0000	-0.0583
1.0000	-0.1950
1.0000	-0.3113
1.0000	-0.3791
1.0000	0.0130
1.0000	0.2932
1.0000	0.4720
1.0000	0.1415
1.0000	0.4125
1.0000	-1.2565
